formulation_id,candidate_id,selection_rank,recommendation_type,selection_explanation,mechanical_test_recommended,mechanical_selection_rank,mechanical_selection_mode,batch_id,replicate_id,viability_percent,intact_patch_formation_pass,no_slurry,no_collapse,intact_tip_count,total_tip_count,instron_file,needles_compressed,critical_axial_load_N_per_needle,critical_axial_load_N_total,initial_stiffness_N_per_mm_per_needle,preparation_feasibility_pass,homogeneous_solution_pass,fillability_pass,preparation_failure_reason,notes,dmso_M,ectoin_M,ethylene_glycol_M,glycerol_M,propylene_glycol_M,trehalose_M,sucrose_M,raffinose_M,taurine_M,myo_inositol_M,methoxyphenyl_beta_d_glucopyranoside_M,betaine_M,proline_M,glucose_M,creatine_M,acetamide_M,sericin_pct,methylcellulose_pct,dextran_pct,pvp_pct,hyaluronic_acid_pct,fbs_pct,hsa_pct,human_serum_pct,active_ingredient_count,candidate_origin,rescue_scale_factor,rescue_anchor_formulation_id,rescue_anchor_viability_percent,active_polymer_count,total_polymer_pct,total_serum_protein_pct,total_polymer_serum_pct,total_sugar_M,total_nonpermeating_solute_M,estimated_small_solute_g_L,feasibility_pass,feasibility_reasons,nearest_support_distance,support_status,source,source_row_id,formulation_label,source_type,predicted_viability_percent,viability_std,predicted_critical_axial_load_N_per_needle,critical_axial_load_std,intact_patch_pass_probability,same_formulation_range,local_neighbor_residual,retest_priority_score,viability_ucb,critical_axial_load_ucb,predicted_initial_stiffness_N_per_mm_per_needle,initial_stiffness_std,preparation_feasibility_probability,active_ingredient_excess_above_8,single_molar_excess_features,single_molar_excess_total_M,intact_failure_probability,acquisition_penalty,screening_acquisition_penalty,screening_phase_score,mechanics_phase_score,selection_role
v2_ced63818bdd1,rescue_000013,1,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,rep_001,31.27,true,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.11094528472655142,0.0,0.0,0.0,0.0,0.0,0.0,0.07440568551784803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20825677516396446,0.0,0.0,0.0,3,rescue_dilution,0.25,v2_a7291b600bea,52.0,1,0.20825677516396446,0.0,0.20825677516396446,0.11094528472655142,0.18535097024439945,46.54289753556839,True,,0.2568947363847667,in_support,,,,,46.80008917114565,23.095514996704072,0.0,0.0,0.7432204380322273,,,,54.883519419992076,0.0,0.0,0.0,0.75,0,,0.0,0.25677956196777274,0.20542364957421821,0.0,0.6416559778358872,,round_candidate
v2_ced63818bdd1,rescue_000013,1,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,rep_002,36.59,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.11094528472655142,0.0,0.0,0.0,0.0,0.0,0.0,0.07440568551784803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20825677516396446,0.0,0.0,0.0,3,rescue_dilution,0.25,v2_a7291b600bea,52.0,1,0.20825677516396446,0.0,0.20825677516396446,0.11094528472655142,0.18535097024439945,46.54289753556839,True,,0.2568947363847667,in_support,,,,,46.80008917114565,23.095514996704072,0.0,0.0,0.7432204380322273,,,,54.883519419992076,0.0,0.0,0.0,0.75,0,,0.0,0.25677956196777274,0.20542364957421821,0.0,0.6416559778358872,,round_candidate
v2_ced63818bdd1,rescue_000013,1,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,rep_003,24.46,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.11094528472655142,0.0,0.0,0.0,0.0,0.0,0.0,0.07440568551784803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20825677516396446,0.0,0.0,0.0,3,rescue_dilution,0.25,v2_a7291b600bea,52.0,1,0.20825677516396446,0.0,0.20825677516396446,0.11094528472655142,0.18535097024439945,46.54289753556839,True,,0.2568947363847667,in_support,,,,,46.80008917114565,23.095514996704072,0.0,0.0,0.7432204380322273,,,,54.883519419992076,0.0,0.0,0.0,0.75,0,,0.0,0.25677956196777274,0.20542364957421821,0.0,0.6416559778358872,,round_candidate
v2_ced63818bdd1,rescue_000013,1,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,rep_004,39.22,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.11094528472655142,0.0,0.0,0.0,0.0,0.0,0.0,0.07440568551784803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20825677516396446,0.0,0.0,0.0,3,rescue_dilution,0.25,v2_a7291b600bea,52.0,1,0.20825677516396446,0.0,0.20825677516396446,0.11094528472655142,0.18535097024439945,46.54289753556839,True,,0.2568947363847667,in_support,,,,,46.80008917114565,23.095514996704072,0.0,0.0,0.7432204380322273,,,,54.883519419992076,0.0,0.0,0.0,0.75,0,,0.0,0.25677956196777274,0.20542364957421821,0.0,0.6416559778358872,,round_candidate
v2_6fb2fa9dc5d5,rescue_000016,2,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,rep_001,48.86,true,,,,,,,,,,,,,,,0.0,0.0820912394161307,0.5134771915028602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0298677796729154,0.0,0.0,3,rescue_dilution,0.25,v2_fc5b4c04eee9,56.2875,0,0.0,2.0298677796729154,2.0298677796729154,0.0,0.0820912394161307,43.54161987197967,True,,0.30514662000716686,in_support,,,,,44.952131527292465,5.0664427436755295,0.0,0.0,0.8013926985456182,,,,46.7253864875789,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.013477191502860197,0.19860730145438177,0.16158127946407747,0.0026954383005720396,0.5384765066557787,,round_candidate
v2_6fb2fa9dc5d5,rescue_000016,2,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,rep_002,59.85,,,,,,,,,,,,,,,,0.0,0.0820912394161307,0.5134771915028602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0298677796729154,0.0,0.0,3,rescue_dilution,0.25,v2_fc5b4c04eee9,56.2875,0,0.0,2.0298677796729154,2.0298677796729154,0.0,0.0820912394161307,43.54161987197967,True,,0.30514662000716686,in_support,,,,,44.952131527292465,5.0664427436755295,0.0,0.0,0.8013926985456182,,,,46.7253864875789,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.013477191502860197,0.19860730145438177,0.16158127946407747,0.0026954383005720396,0.5384765066557787,,round_candidate
v2_6fb2fa9dc5d5,rescue_000016,2,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,rep_003,58.89,,,,,,,,,,,,,,,,0.0,0.0820912394161307,0.5134771915028602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0298677796729154,0.0,0.0,3,rescue_dilution,0.25,v2_fc5b4c04eee9,56.2875,0,0.0,2.0298677796729154,2.0298677796729154,0.0,0.0820912394161307,43.54161987197967,True,,0.30514662000716686,in_support,,,,,44.952131527292465,5.0664427436755295,0.0,0.0,0.8013926985456182,,,,46.7253864875789,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.013477191502860197,0.19860730145438177,0.16158127946407747,0.0026954383005720396,0.5384765066557787,,round_candidate
v2_6fb2fa9dc5d5,rescue_000016,2,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,rep_004,65.8,,,,,,,,,,,,,,,,0.0,0.0820912394161307,0.5134771915028602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0298677796729154,0.0,0.0,3,rescue_dilution,0.25,v2_fc5b4c04eee9,56.2875,0,0.0,2.0298677796729154,2.0298677796729154,0.0,0.0820912394161307,43.54161987197967,True,,0.30514662000716686,in_support,,,,,44.952131527292465,5.0664427436755295,0.0,0.0,0.8013926985456182,,,,46.7253864875789,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.013477191502860197,0.19860730145438177,0.16158127946407747,0.0026954383005720396,0.5384765066557787,,round_candidate
v2_0e9e2b605ce7,cand_000637,3,screening_candidate,,False,,,ROUND_004,rep_001,52.03,false,,,,,,,,,,,,,,,0.0,0.0,1.0564825340754072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.710231711747509,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,6.710231711747509,0.0,6.710231711747509,0.0,0.0,65.57587089006053,True,,0.095630915401118,in_support,,,,,76.54205208741212,9.885163840791698,0.0,0.0,0.5604900552194448,,,,80.00185943168921,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5564825340754072,0.43950994478055516,0.46290446263952556,0.11129650681508144,0.8397430180315009,,round_candidate
v2_0e9e2b605ce7,cand_000637,3,screening_candidate,,False,,,ROUND_004,rep_002,49.52,,,,,,,,,,,,,,,,0.0,0.0,1.0564825340754072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.710231711747509,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,6.710231711747509,0.0,6.710231711747509,0.0,0.0,65.57587089006053,True,,0.095630915401118,in_support,,,,,76.54205208741212,9.885163840791698,0.0,0.0,0.5604900552194448,,,,80.00185943168921,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5564825340754072,0.43950994478055516,0.46290446263952556,0.11129650681508144,0.8397430180315009,,round_candidate
v2_0e9e2b605ce7,cand_000637,3,screening_candidate,,False,,,ROUND_004,rep_003,51.93,,,,,,,,,,,,,,,,0.0,0.0,1.0564825340754072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.710231711747509,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,6.710231711747509,0.0,6.710231711747509,0.0,0.0,65.57587089006053,True,,0.095630915401118,in_support,,,,,76.54205208741212,9.885163840791698,0.0,0.0,0.5604900552194448,,,,80.00185943168921,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5564825340754072,0.43950994478055516,0.46290446263952556,0.11129650681508144,0.8397430180315009,,round_candidate
v2_0e9e2b605ce7,cand_000637,3,screening_candidate,,False,,,ROUND_004,rep_004,48.58,,,,,,,,,,,,,,,,0.0,0.0,1.0564825340754072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.710231711747509,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,6.710231711747509,0.0,6.710231711747509,0.0,0.0,65.57587089006053,True,,0.095630915401118,in_support,,,,,76.54205208741212,9.885163840791698,0.0,0.0,0.5604900552194448,,,,80.00185943168921,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5564825340754072,0.43950994478055516,0.46290446263952556,0.11129650681508144,0.8397430180315009,,round_candidate
v2_8d9d8b0a7098,cand_000374,4,screening_candidate,,False,,,ROUND_004,rep_001,56.78,false,,,,,,,,,,,,,,,0.0,0.0,1.00296659109718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13438029201992,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,8.13438029201992,0.0,8.13438029201992,0.0,0.0,62.25413630940196,True,,0.12621373478331233,in_support,,,,,72.54485407581217,15.37535482335997,0.0,0.0,0.497494688069158,,,,77.92622826398815,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5029665910971799,0.502505311930842,0.5025975677641096,0.10059331821943598,0.8248805787771267,,round_candidate
v2_8d9d8b0a7098,cand_000374,4,screening_candidate,,False,,,ROUND_004,rep_002,46.68,,,,,,,,,,,,,,,,0.0,0.0,1.00296659109718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13438029201992,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,8.13438029201992,0.0,8.13438029201992,0.0,0.0,62.25413630940196,True,,0.12621373478331233,in_support,,,,,72.54485407581217,15.37535482335997,0.0,0.0,0.497494688069158,,,,77.92622826398815,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5029665910971799,0.502505311930842,0.5025975677641096,0.10059331821943598,0.8248805787771267,,round_candidate
v2_8d9d8b0a7098,cand_000374,4,screening_candidate,,False,,,ROUND_004,rep_003,48.48,,,,,,,,,,,,,,,,0.0,0.0,1.00296659109718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13438029201992,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,8.13438029201992,0.0,8.13438029201992,0.0,0.0,62.25413630940196,True,,0.12621373478331233,in_support,,,,,72.54485407581217,15.37535482335997,0.0,0.0,0.497494688069158,,,,77.92622826398815,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5029665910971799,0.502505311930842,0.5025975677641096,0.10059331821943598,0.8248805787771267,,round_candidate
v2_8d9d8b0a7098,cand_000374,4,screening_candidate,,False,,,ROUND_004,rep_004,50.47,,,,,,,,,,,,,,,,0.0,0.0,1.00296659109718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13438029201992,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,8.13438029201992,0.0,8.13438029201992,0.0,0.0,62.25413630940196,True,,0.12621373478331233,in_support,,,,,72.54485407581217,15.37535482335997,0.0,0.0,0.497494688069158,,,,77.92622826398815,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5029665910971799,0.502505311930842,0.5025975677641096,0.10059331821943598,0.8248805787771267,,round_candidate
v2_eb8bb8b8618f,cand_000113,5,screening_candidate,,False,,,ROUND_004,rep_001,54.88,true,,,,,,,,,,,,,,,0.0,0.5,0.6191850440809826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.5,109.51281568610659,True,,0.24039140800450934,in_support,,,,,64.03442627824809,18.863137933937843,0.0,0.0,0.9447250554433879,,,,70.63652455512633,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.11918504408098263,0.05527494455661208,0.0680569644614862,0.023837008816196527,0.8118493309988633,,round_candidate
v2_eb8bb8b8618f,cand_000113,5,screening_candidate,,False,,,ROUND_004,rep_002,51.89,,,,,,,,,,,,,,,,0.0,0.5,0.6191850440809826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.5,109.51281568610659,True,,0.24039140800450934,in_support,,,,,64.03442627824809,18.863137933937843,0.0,0.0,0.9447250554433879,,,,70.63652455512633,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.11918504408098263,0.05527494455661208,0.0680569644614862,0.023837008816196527,0.8118493309988633,,round_candidate
v2_eb8bb8b8618f,cand_000113,5,screening_candidate,,False,,,ROUND_004,rep_003,50.2,,,,,,,,,,,,,,,,0.0,0.5,0.6191850440809826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.5,109.51281568610659,True,,0.24039140800450934,in_support,,,,,64.03442627824809,18.863137933937843,0.0,0.0,0.9447250554433879,,,,70.63652455512633,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.11918504408098263,0.05527494455661208,0.0680569644614862,0.023837008816196527,0.8118493309988633,,round_candidate
v2_eb8bb8b8618f,cand_000113,5,screening_candidate,,False,,,ROUND_004,rep_004,54.56,,,,,,,,,,,,,,,,0.0,0.5,0.6191850440809826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.5,109.51281568610659,True,,0.24039140800450934,in_support,,,,,64.03442627824809,18.863137933937843,0.0,0.0,0.9447250554433879,,,,70.63652455512633,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.11918504408098263,0.05527494455661208,0.0680569644614862,0.023837008816196527,0.8118493309988633,,round_candidate
v2_6005e837cd4b,cand_000708,6,screening_candidate,,False,,,ROUND_004,rep_001,28.62,true,,,,,,,,,,,,,,,0.0,0.29934944578458555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.09684336299484646,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.09684336299484646,0.0,0.09684336299484646,0.0,0.7993494457845856,100.12051721273667,True,,0.16805359546747084,in_support,,,,,58.75409897162861,23.046276903959168,0.0,0.0,0.9084522761930802,,,,66.82029588801431,0.0,0.0,0.0,0.75,0,,0.0,0.09154772380691978,0.07323817904553583,0.0,0.7886817065198185,,round_candidate
